input,elevation
"37.861625,-120.480322",364
"37.558453,-120.909880",27
"37.666587,-120.411517",189
"37.808915,-121.312639",1
"37.242232,-120.240442",81
"37.347307,-120.742627",36
"38.124887,-120.093146",1525
"37.830267,-121.201020",13
"37.743039,-121.238380",8
"37.508765,-119.982496",741
"37.345785,-120.424150",64
"37.231045,-120.501072",47
"37.583767,-119.976728",814
"38.065529,-120.170699",1425
"37.392287,-120.498299",93
"37.671978,-121.007405",28
"37.623601,-120.996324",22
"37.639029,-120.964772",33
"37.672906,-120.946594",37
"37.718023,-121.032714",33
"37.672536,-120.887136",41
"37.612612,-121.108568",18
"37.325955,-121.193383",193
"37.787236,-120.759202",40
"37.452895,-121.229974",355
"38.258394,-119.783024",2506
"37.331113,-120.294817",79
"37.762766,-121.125277",18
"37.729282,-120.942905",41
"37.713269,-121.085404",22
"37.531889,-120.437413",102
"37.984549,-120.349264",752
"37.991289,-120.262791",901
"37.316807,-120.855753",26
"38.186595,-120.026235",1585
"37.737191,-121.433384",19
"37.673944,-121.517227",319
"37.939765,-120.188046",1060
"37.474396,-120.875917",24
"37.528476,-120.853313",34
"38.112760,-120.225746",1063
"37.610740,-121.247330",23
"37.667405,-120.629404",71
"37.519349,-121.296545",234
"37.414670,-120.586787",67
"37.626489,-119.681280",1887
"37.768218,-121.609509",117
"38.449137,-122.793752",20
"38.503685,-122.754057",47
"38.525733,-122.690443",470
"38.437114,-122.665993",72
"38.393300,-122.745048",28
"38.468829,-122.580724",498
"39.199469,-123.702253",155
"38.713421,-123.349777",239
"39.015251,-123.370756",113
"39.689790,-123.610022",764
"39.366146,-123.804985",62
"38.628217,-123.160834",266
"38.973012,-122.623922",422
"39.064446,-122.626701",365
"38.823058,-123.063891",449
"38.833425,-122.734061",758
"39.244183,-123.563531",132
"39.824803,-123.179609",513
"39.720930,-123.300262",585
"38.461425,-123.047186",13
"38.348343,-122.517056",66
"39.108252,-123.645121",481
"39.007213,-122.869510",409
"38.486817,-122.905620",95
"39.487185,-123.741963",163
"38.493179,-122.777546",37
"38.731694,-122.906767",171
"38.371538,-122.487307",431
"39.054011,-122.751253",674
"38.433216,-122.869001",34
"38.832520,-123.472532",91
"38.527164,-123.007892",175
"38.622985,-122.889121",32
"38.936137,-123.119445",458
"38.501363,-123.170879",262
"38.922131,-122.789559",690
"38.425523,-122.535210",256
"39.045931,-122.941077",471
"39.806096,-123.516147",841
"39.258198,-123.761560",171
"38.882973,-122.532720",388
"39.161278,-122.745312",834
"38.976640,-123.604802",335
"39.305245,-123.748616",191
"38.752774,-122.557196",389
"38.462142,-123.018384",238
"39.186791,-123.558382",235
"39.128363,-122.849302",462
"38.421934,-123.063911",164
"39.081822,-123.504872",216
"38.808264,-122.539952",434
"38.918887,-123.605684",276
"39.390917,-123.052841",788
"39.314030,-123.249924",605
"38.524077,-122.968774",199
"38.398815,-122.861923",77
"38.249428,-122.466627",7
"39.135023,-123.259338",782
"39.225478,-122.922912",617
"38.474137,-123.024203",37
"39.683707,-123.741609",288
"39.492842,-123.340973",735
"38.528079,-122.821349",32
"39.184728,-122.969574",412
"38.889651,-123.337821",327
"38.743039,-123.476418",202
"40.798659,-124.151583",13
"40.738322,-124.107619",186
"40.141856,-123.681921",578
"40.294713,-123.653473",435
"40.959368,-124.051236",108
"40.855694,-124.066898",9
"40.825486,-124.049485",87
"40.921430,-123.815266",408
"40.459048,-123.673177",813
"41.012258,-123.387964",1309
"40.496975,-123.930822",284
"41.819578,-124.065667",273
"40.523099,-124.326421",267
"40.726752,-124.217378",1
"40.578828,-124.136869",27
"40.080405,-123.783948",257
"41.870812,-123.862770",557
"40.280389,-124.063670",748
"41.092825,-123.675802",500
"40.557483,-124.081215",104
"41.593204,-124.045992",191
"40.666691,-123.908396",912
"40.781218,-123.826383",670
"40.674987,-124.231146",40
"40.202543,-123.228609",1224
"40.244215,-123.888871",407
"40.296412,-123.777178",514
"41.241807,-123.913425",650
"41.324926,-123.600968",899
"40.298264,-124.243071",149
"40.183681,-123.745046",346
"40.168801,-123.826148",452
"40.472423,-124.121840",270
"40.877330,-123.499144",535
"40.790880,-124.204748",3
"40.455189,-124.015148",80
"41.950683,-124.097094",301
"41.452689,-123.464813",793
"40.377299,-123.854169",857
"41.080058,-124.156283",1
"40.322772,-123.920622",112
"40.914926,-123.668723",1205
"39.844682,-123.656929",888
"39.963270,-123.775737",431
"40.055796,-123.969269",322
"40.123177,-123.446279",771
"38.426699,-120.825717",334
"38.990030,-121.114408",421
"38.915869,-121.080284",451
"39.243304,-120.071406",2081
"38.593521,-121.539867",8
"38.756184,-122.195438",239
"38.830371,-122.126946",408
"38.624150,-121.324911",39
"38.694908,-121.271772",63
"38.384706,-121.578722",2
"38.886238,-120.979699",528
"38.318624,-121.554752",-2
"38.554133,-121.798467",17
"38.543211,-121.681500",15
"38.680605,-120.814261",529
"38.412615,-121.756222",7
"38.695704,-121.308303",37
"38.603602,-120.857030",519
"38.427507,-121.314899",21
"38.358121,-121.911547",22
"38.733145,-121.468174",17
"38.734513,-122.025346",55
"38.652065,-121.254410",67
"38.516474,-120.688517",792
"38.666597,-121.141635",101
"39.053461,-120.795632",1069
"38.274451,-121.259201",19
"38.840217,-120.829757",705
"38.936904,-120.772283",893
"38.910748,-120.908621",569
"38.621278,-120.383217",1692
"38.834145,-122.236936",380
"38.313448,-121.123886",65
"38.389030,-121.500428",2
"38.325248,-120.955787",83
"38.140366,-121.589783",-7
"38.343033,-120.760921",388
"38.884891,-121.778654",8
"38.689261,-120.054975",2604
"38.922812,-121.312005",45
"38.809175,-121.171375",137
"38.817820,-120.929272",216
"38.662983,-121.401113",19
"38.697634,-121.977571",48
"38.549228,-121.278598",40
"38.881183,-121.169014",161
"38.842230,-121.572164",6
"38.678545,-121.379969",26
"38.741074,-121.247693",63
"38.689174,-121.218435",70
"38.855811,-121.182313",161
"38.801290,-121.037936",363
"38.400650,-120.648462",827
"38.523861,-120.376629",1406
"38.734925,-120.789952",602
"38.833555,-121.498099",12
"38.482619,-120.899472",210
"38.604268,-121.280327",32
"38.722374,-120.978633",473
"38.689241,-121.459014",17
"38.954159,-121.481870",17
"38.544700,-120.740500",624
"38.791075,-121.234854",77
"38.764070,-121.287523",53
"38.896313,-122.365365",524
"38.240419,-121.587535",-4
"38.995557,-121.353545",42
"38.612129,-120.964522",339
"38.511992,-121.096261",72
"38.592309,-120.584657",981
"38.434483,-120.761659",498
"38.157794,-121.520223",-6
"38.333133,-121.920151",21
"38.408571,-122.022775",200
"38.478832,-120.611993",926
"38.199576,-121.618273",-2
"38.627951,-121.593287",2
"39.046931,-121.403091",28
"38.399281,-121.210116",36
"38.568866,-122.079781",250
"38.687045,-121.857077",33
"38.732368,-121.810263",23
"38.816357,-121.910770",12
"38.436774,-120.857624",202
"39.226549,-120.767022",1284
"38.985882,-120.978665",607
"38.750132,-120.675412",945
"39.111833,-120.877969",528
"39.200502,-120.840726",950
"39.269964,-120.677611",1618
"39.144526,-120.852575",794
"38.766610,-120.223931",2103
"38.843738,-120.072674",2274
"39.009801,-121.034707",545
"39.311704,-120.328125",2164
"38.800349,-120.503871",1357
"39.319332,-120.399379",2141
"38.840282,-120.150225",2691
"39.038809,-120.977530",718
"38.577783,-121.201788",70
"38.747526,-121.180092",107
"38.782070,-121.373155",31
"38.344888,-121.431231",6
"38.427813,-121.444696",10
"38.685087,-121.063769",307
"38.815548,-121.280172",57
"38.698614,-121.699262",8
"38.583230,-121.478101",10
"38.580568,-121.495590",17
"38.605407,-121.447593",13
"38.571577,-121.466465",8
"38.550547,-121.456373",11
"38.554487,-121.497058",11
"38.569828,-121.440067",10
"38.534879,-121.444372",11
"38.625693,-121.384916",25
"38.512787,-121.493618",4
"38.474099,-121.443454",8
"38.517585,-121.440739",8
"38.591897,-121.408467",14
"38.543754,-121.377692",15
"38.556129,-121.324257",21
"38.488809,-121.395843",11
"38.489544,-121.323454",21
"38.490508,-121.284171",37
"38.493966,-121.529188",4
"38.447050,-121.496114",6
"38.619049,-121.517552",4
"38.635653,-121.518416",2
"38.670649,-121.525983",5
"38.693765,-121.598941",6
"38.645723,-121.445254",11
"38.660370,-121.347394",35
"38.686809,-121.349146",47
"38.715463,-121.363422",38
"38.584047,-121.375846",26
"39.223939,-121.494050",25
"39.106099,-121.368180",49
"39.491126,-120.817232",1572
"39.016702,-122.062143",42
"39.449004,-121.330521",533
"40.006256,-121.158894",1426
"39.665539,-121.351955",962
"39.409686,-121.756653",25
"39.301229,-121.337929",290
"39.432882,-121.261143",574
"39.449794,-121.936372",24
"39.488340,-121.066908",872
"40.133728,-121.092693",1354
"39.484108,-121.192649",849
"39.745628,-121.843834",64
"39.685710,-121.844084",49
"39.548599,-121.192105",926
"39.266469,-121.978604",18
"40.060074,-120.907922",1817
"39.379346,-121.192310",738
"39.605383,-120.811013",1589
"38.885244,-121.999039",44
"39.604713,-121.795288",41
"39.571982,-122.580827",285
"39.516314,-121.250935",840
"40.019450,-121.566635",1211
"39.584807,-122.032297",34
"39.495266,-120.943811",1299
"39.196387,-120.972289",866
"39.215586,-121.203240",416
"40.174567,-120.819768",1448
"39.339264,-121.770785",23
"39.099230,-121.138848",420
"39.043447,-121.918099",10
"39.722512,-122.004433",44
"39.259022,-121.776826",69
"39.884654,-121.586789",879
"39.294516,-122.201715",31
"39.838288,-121.134235",1660
"39.060921,-121.827155",9
"39.347811,-120.918728",1020
"39.403217,-121.034486",714
"39.040305,-121.560484",13
"39.344757,-121.264517",494
"39.736308,-122.259338",84
"39.593945,-121.581363",303
"39.475360,-121.414110",523
"39.435211,-121.551925",48
"39.716846,-121.646180",359
"39.398424,-122.060946",22
"39.940063,-120.891328",1090
"39.891624,-121.841982",243
"39.480221,-121.838454",23
"39.224354,-121.151625",578
"39.176595,-121.291692",272
"39.875599,-121.536315",979
"39.302035,-122.511160",400
"39.679398,-120.998619",1643
"39.172726,-121.805819",131
"40.077912,-120.707315",1727
"40.040955,-121.122652",1211
"39.342544,-120.770868",1038
"39.105127,-122.283003",94
"39.491654,-122.262080",49
"38.994187,-121.594591",13
"39.082497,-121.680114",14
"40.601778,-122.454973",235
"40.527834,-122.318749",152
"40.751937,-122.230678",409
"41.135964,-120.840063",1717
"40.458029,-122.277830",129
"40.704869,-122.120038",383
"41.056040,-121.020802",1429
"40.913780,-123.307421",1046
"41.051216,-121.984492",802
"40.973657,-121.692399",1018
"41.326646,-122.773654",1566
"41.487278,-120.912416",1499
"40.894269,-121.507020",1072
"41.076875,-122.253652",1237
"40.676564,-122.380909",242
"40.397960,-121.298528",1712
"39.923446,-122.270806",106
"40.336387,-122.448511",219
"41.928894,-121.906809",1425
"40.546631,-122.880891",1460
"41.209942,-122.307935",1327
"41.399483,-123.068855",1418
"41.006417,-121.480741",1231
"39.940260,-122.489200",244
"41.186066,-123.181796",828
"41.609516,-122.963525",843
"40.781633,-122.584149",1045
"41.428284,-122.609441",1669
"40.045637,-122.184859",81
"41.544675,-122.934665",890
"41.607100,-122.545715",922
"41.687905,-123.483269",927
"40.793535,-121.438607",1058
"40.525724,-123.193917",741
"41.930950,-122.510081",992
"40.588772,-123.434201",768
"40.471076,-122.660955",462
"40.829014,-123.022859",1298
"41.771860,-123.327375",513
"41.898880,-122.888552",1344
"40.933200,-122.382788",464
"40.738391,-122.821086",871
"41.238956,-121.039250",1381
"40.103236,-122.074735",86
"41.028176,-121.308316",1013
"41.268682,-121.930940",1136
"41.727044,-121.907369",1536
"40.421637,-121.833052",833
"40.338068,-121.479070",1493
"40.580119,-122.041403",405
"40.370467,-121.606306",2036
"41.754853,-122.365534",957
"40.879080,-121.893264",1022
"41.314337,-122.380798",1315
"41.118402,-121.207564",1264
"40.685336,-122.016069",513
"40.663854,-121.461060",1372
"40.603066,-122.186657",217
"39.884652,-122.586513",370
"40.343242,-121.852205",712
"40.391542,-122.937883",1201
"40.181890,-122.377104",174
"40.844643,-121.969849",762
"41.740719,-123.077404",2109
"41.924160,-123.260782",1309
"40.619998,-122.643642",1218
"40.510870,-121.876112",1083
"40.021716,-122.127821",65
"41.034706,-122.791321",1794
"39.963320,-122.017242",84
"40.765478,-122.941428",874
"41.456579,-122.469367",932
"40.654093,-121.822848",1121
"41.756147,-122.659466",1186
"41.452711,-120.538460",1327
"39.805588,-120.665978",1381
"41.506276,-120.143106",1372
"39.753579,-120.054995",1519
"39.736644,-120.543744",1505
"38.425282,-119.475743",2498
"41.770116,-120.431104",1434
"40.019715,-120.099183",1302
"41.299883,-120.078511",1371
"39.483479,-120.037661",2334
"41.858844,-120.104998",1373
"40.142933,-120.159007",1254
"40.296745,-120.499838",1260
"41.701830,-120.134337",1355
"41.258361,-120.372343",1700
"40.533462,-120.235356",1369
"39.639597,-120.247144",1755
"41.022721,-120.523987",1614
"38.743384,-119.867624",2921
"40.164393,-120.380042",1397
"39.825228,-120.477053",1577
"40.728194,-120.396280",1778
"39.641871,-120.445265",1544
"39.602711,-120.636150",1972
"39.529719,-120.454168",2318
"40.358768,-120.408154",1230
"39.789270,-120.357278",1484
"40.551757,-120.675673",1526
"40.914751,-120.402175",1825
"38.620964,-119.505184",1531
"41.767323,-121.440546",1282
"39.808651,-120.205672",1501
"40.345753,-120.081154",1805
"40.270731,-121.039461",1774
"39.232027,-120.096413",2075
"39.067274,-120.177798",2376
"38.997166,-120.129625",2332
"39.254453,-120.022185",2056
"39.148285,-120.170923",2143
"39.198047,-120.237787",1899
"39.249050,-120.060428",2036
"38.869825,-120.008594",1918
"38.762986,-120.087069",2509
"39.313089,-120.207783",1856
"21.406053,-157.884952",441
"22.145578,-159.385681",303
"19.337269,-155.837622",1022
"21.899532,-159.568546",46
"21.344763,-158.022279",12
"21.363106,-158.082206",247
"20.852389,-156.223562",655
"19.842479,-155.247512",1207
"21.621367,-158.048011",186
"20.738821,-156.045046",1041
"22.131250,-159.520972",386
"22.049275,-159.592419",989
"21.557794,-157.905340",151
"20.234364,-155.835941",211
"19.659810,-155.232473",913
"22.188349,-159.460872",73
"19.626488,-155.910336",975
"19.428177,-155.820972",1289
"20.109943,-155.636271",361
"19.861176,-155.124957",185
"21.173558,-157.116812",112
"21.543144,-157.850479",71
"21.677463,-157.968120",37
"20.883783,-156.462641",3
"21.395084,-157.758188",4
"19.064517,-155.779672",434
"19.871941,-155.802163",469
"19.756820,-155.919968",897
"21.956769,-159.513981",517
"21.176668,-156.965748",156
"19.862159,-155.698870",983
"21.451733,-157.824227",23
"22.093378,-159.385190",180
"21.929944,-159.624427",72
"21.131173,-156.835237",468
"19.621282,-154.989735",25
"19.531994,-155.714828",2229
"22.104971,-159.302546",35
"21.970965,-159.714507",5
"20.711955,-156.438498",41
"22.178915,-159.412290",226
"20.196906,-155.789908",458
"21.907071,-159.451665",78
"21.154453,-156.977379",626
"21.467418,-158.072427",356
"19.554764,-155.056113",278
"20.897296,-156.613540",1042
"21.618531,-157.943900",206
"20.836482,-156.927377",483
"19.912071,-155.276904",1225
"21.911192,-159.477967",107
"21.991913,-159.398906",170
"20.832264,-156.297856",706
"21.895567,-160.152508",152
"21.133617,-157.216932",278
"19.524215,-155.123040",571
"19.154515,-155.623214",1191
"19.880162,-155.239161",1023
"19.971897,-155.319507",894
"19.994067,-155.399601",974
"19.251948,-155.456769",538
"19.438940,-155.028176",508
"20.909260,-156.384632",12
"19.969760,-155.216166",146
"19.786152,-155.217704",997
"21.417374,-157.936867",223
"19.830827,-155.144159",425
"19.453729,-155.407546",1862
"21.564057,-157.979306",454
"21.483875,-157.934284",456
"20.685422,-156.305383",2356
"21.563640,-158.185151",86
"21.468626,-158.166919",130
"20.895445,-156.530122",470
"21.335013,-157.710924",24
"22.094055,-159.718749",546
"21.430996,-157.972895",178
"14.319506,-170.750246",-32768
"21.316548,-157.845053",49
"21.293143,-157.848767",7
"21.273462,-157.822444",26
"21.290676,-157.788352",176
"21.355506,-157.821647",295
"21.343331,-157.941721",7
"21.347117,-157.877317",87
"21.311063,-157.750269",299
"21.320208,-157.810759",143
"21.294518,-157.688748",16
"21.291518,-157.826869",6
"21.303768,-157.862663",7
"21.333755,-157.938957",5
"21.486745,-158.051500",267
"21.360460,-157.890628",113
"21.355655,-157.941232",8
"21.448453,-157.762325",8
"13.450553,+144.750710",40
"13.477839,+144.814522",100
"13.377481,+144.702278",45
"13.260372,+144.700671",94
"13.300206,+144.740075",72
"13.459123,+144.793973",53
"13.384537,+144.661298",24
"13.565099,+144.876240",162
"13.475451,+144.741733",22
"15.186892,+145.754437",214
"14.152359,+145.213128",305
"15.010060,+145.631189",83
"44.990287,-120.604029",1032
"45.240483,-122.793841",57
"45.254962,-122.449377",340
"45.490959,-122.803586",54
"45.517009,-122.859817",58
"45.454271,-122.879619",212
"45.460190,-122.804198",78
"45.422994,-122.332770",185
"45.387126,-122.026423",533
"45.220824,-122.668280",67
"45.568503,-122.044710",903
"45.413524,-122.536758",104
"46.060308,-123.266951",464
"45.176519,-122.389690",291
"45.899259,-122.812218",24
"45.515631,-122.242730",306
"45.222954,-122.833621",57
"45.385919,-121.142379",621
"45.346725,-122.319961",161
"45.278476,-122.323188",147
"45.546622,-122.442346",10
"45.106152,-122.959936",57
"45.385650,-122.592827",26
"45.288449,-121.807282",1299
"45.287094,-120.802277",709
"45.509203,-122.433468",94
"45.626691,-121.550386",225
"45.176630,-122.783877",52
"45.280255,-120.595882",437
"45.409354,-122.683468",79
"45.413498,-122.725171",94
"45.067048,-121.027621",864
"45.095438,-122.558954",247
"45.451556,-120.664859",619
"45.617111,-121.388115",543
"45.436254,-121.624789",1156
"45.207722,-122.537224",172
"45.320277,-122.536467",145
"46.044795,-122.982023",289
"45.345254,-121.862740",1165
"45.673580,-120.781632",282
"45.875701,-122.949006",290
"45.827979,-122.883286",78
"45.942235,-122.949588",164
"45.388717,-122.155068",378
"45.772037,-122.969410",411
"45.002733,-120.749973",1014
"45.536452,-121.155254",372
"45.531327,-122.369090",43
"45.369302,-122.762307",80
"45.224901,-121.301127",569
"45.859087,-123.235518",249
"45.607642,-120.644619",449
"45.297725,-122.058958",1089
"45.352514,-122.668534",34
"45.306108,-122.773066",46
"45.134191,-122.826487",53
"45.478314,-122.390727",143
"45.445048,-122.528173",141
"45.426416,-122.442992",208
"45.090196,-123.228702",57
"45.795655,-123.959820",174
"46.133918,-123.710609",126
"45.665677,-123.118977",109
"45.552522,-123.879381",173
"45.268884,-123.708784",101
"45.737827,-123.181210",290
"45.901039,-123.955401",7
"45.284549,-123.195186",45
"45.271232,-123.868472",374
"45.497238,-123.044336",42
"45.187855,-123.076570",46
"45.275227,-123.039460",145
"45.580822,-123.165693",49
"45.631444,-123.287900",324
"45.560774,-123.911344",9
"45.468863,-123.200213",72
"46.171919,-123.951838",31
"45.161422,-123.825780",516
"45.440165,-122.980083",52
"45.569079,-122.946701",61
"45.671165,-123.196980",226
"45.246126,-123.111352",63
"45.211917,-123.282091",257
"45.671507,-123.933418",-1
"45.736903,-123.817024",197
"45.324219,-122.987330",64
"45.702104,-123.029779",429
"45.457577,-123.977041",0
"45.221862,-123.962705",79
"45.630592,-123.920769",180
"45.219509,-122.948493",48
"45.853556,-123.569342",262
"45.353080,-122.865845",85
"45.510729,-123.743368",561
"45.741563,-123.300243",307
"45.851149,-123.950728",180
"46.129698,-123.945911",28
"45.688003,-123.878633",53
"45.358403,-123.248478",69
"45.112951,-123.939044",327
"45.507856,-122.690794",165
"45.482541,-122.643935",17
"45.603549,-122.737905",5
"45.518371,-122.673946",13
"45.520562,-122.710231",191
"45.482433,-122.598605",73
"45.528666,-122.678981",18
"45.531124,-122.683951",14
"45.544163,-122.726626",144
"45.581132,-122.637305",5
"45.544236,-122.643468",50
"45.538194,-122.600014",63
"45.514672,-122.643014",42
"45.515121,-122.600627",114
"45.513887,-122.558403",78
"45.601815,-122.700798",9
"45.576236,-122.600873",12
"45.454231,-122.698526",124
"45.550024,-122.559297",67
"45.498278,-122.728839",169
"45.440949,-122.618111",35
"45.440290,-122.776604",53
"45.405501,-122.795056",60
"45.502847,-122.770212",133
"45.543386,-122.678100",13
"45.551031,-122.809275",113
"45.557757,-122.505268",1
"45.687629,-122.824209",1
"45.528929,-122.643927",45
"45.515307,-122.502168",76
"45.483213,-122.510515",132
"45.489938,-122.690453",236
"45.482967,-122.557619",68
"45.408427,-122.612867",100
"44.948780,-123.003655",64
"44.903103,-123.064528",127
"45.030354,-123.023689",57
"45.006596,-123.111691",54
"45.014338,-122.928719",50
"44.842904,-123.094751",263
"44.902603,-122.907374",138
"44.653450,-123.139526",92
"44.627553,-123.017613",75
"44.364996,-123.623152",176
"44.833821,-122.852230",116
"44.619481,-123.602815",316
"44.375035,-122.947586",112
"44.411265,-122.384620",624
"44.647997,-123.259576",225
"44.564604,-123.280419",80
"44.468069,-123.293831",75
"44.926618,-123.347413",111
"44.809324,-124.051239",34
"44.739272,-121.878966",966
"44.575254,-123.751490",211
"44.869102,-123.464616",190
"44.411545,-122.578909",305
"44.788363,-122.335327",1246
"45.077114,-123.656393",176
"44.383294,-123.122261",84
"44.631459,-121.863760",1452
"44.815295,-123.129486",48
"44.749395,-123.027593",67
"44.532241,-122.821044",298
"44.752668,-123.825597",198
"44.804124,-122.413624",329
"44.766270,-122.499397",342
"44.766836,-123.344975",71
"45.063492,-122.771310",71
"44.998860,-123.986853",18
"44.666397,-124.010783",154
"44.575679,-124.058352",42
"44.914756,-123.974231",67
"45.024376,-123.903116",145
"44.761507,-124.051772",135
"44.563748,-123.445455",413
"44.990697,-123.190756",99
"45.057040,-122.771754",132
"44.675912,-122.778135",271
"44.977323,-122.596342",573
"44.498235,-123.975013",128
"44.463294,-123.105998",79
"45.070687,-123.421129",93
"44.786018,-123.929969",129
"44.939469,-122.720723",172
"44.794464,-122.721862",162
"44.790993,-122.618879",197
"44.865853,-122.723550",280
"44.359177,-122.727043",266
"44.903514,-124.017859",0
"44.533484,-123.089786",76
"44.309413,-123.828824",149
"44.624538,-123.898368",113
"44.795611,-122.930376",101
"44.443864,-123.907156",325
"45.104595,-123.549273",234
"44.067988,-123.080181",129
"44.047736,-123.230905",125
"44.035821,-123.052976",165
"44.105457,-123.133235",116
"43.939557,-123.192759",190
"42.615862,-124.021255",891
"44.142995,-123.058241",123
"42.798940,-123.147871",990
"43.075636,-124.359381",133
"44.204915,-123.548069",240
"44.124779,-122.072275",1418
"42.961295,-124.203481",217
"42.084386,-124.174762",217
"43.034121,-123.686734",331
"42.947656,-123.230688",260
"44.180778,-123.413186",313
"43.350966,-124.136922",173
"43.193667,-124.173269",12
"43.740810,-123.018593",392
"43.898930,-123.029954",169
"42.968299,-123.063500",463
"44.174840,-123.705193",181
"43.869538,-122.841490",543
"43.621289,-122.703220",1403
"43.690204,-123.328474",291
"43.640015,-123.584772",28
"44.093110,-123.408747",244
"43.944242,-122.682456",509
"44.090182,-124.048338",76
"43.751829,-124.166146",67
"42.780374,-123.425369",936
"43.250484,-123.004257",455
"42.506103,-124.337299",348
"44.260727,-123.054648",101
"43.155248,-122.210461",2335
"44.208328,-123.279908",99
"43.563367,-124.040505",156
"42.905939,-124.397057",167
"43.815227,-123.268019",335
"43.874112,-122.750081",595
"43.980238,-123.850173",261
"44.221508,-122.821646",202
"43.968553,-122.919656",174
"44.339248,-123.366418",202
"43.064514,-123.229472",319
"43.048844,-124.008543",191
"43.484217,-124.182735",13
"44.108529,-123.479762",327
"43.489968,-123.379201",343
"43.740681,-122.387167",777
"42.763521,-124.344681",290
"42.848945,-124.085233",448
"43.815887,-123.823914",313
"42.910677,-123.445884",491
"43.250675,-123.242413",387
"43.218335,-123.487741",296
"43.675910,-123.852596",501
"42.842229,-124.402796",433
"44.058465,-123.011597",139
"44.089156,-122.842269",253
"43.390350,-123.208305",441
"44.122276,-123.825169",145
"43.115279,-123.565980",362
"42.940021,-122.850300",843
"43.383323,-123.531642",108
"43.988768,-123.387210",187
"44.128632,-122.417466",664
"44.164724,-122.620682",460
"44.004140,-123.612013",184
"43.718382,-122.484809",845
"43.889588,-124.024907",106
"43.330404,-123.328081",181
"43.281038,-123.315196",360
"43.066483,-123.472707",454
"42.665706,-123.425495",642
"44.284611,-124.022676",190
"43.595025,-123.248065",126
"42.265992,-122.900842",630
"42.414574,-122.954536",370
"42.604691,-122.923719",657
"42.327947,-122.800496",571
"42.182373,-122.577113",1277
"42.574815,-122.530566",1014
"42.123094,-123.566871",449
"42.467463,-122.647726",577
"42.450689,-123.060929",722
"42.535682,-123.338285",1072
"42.371140,-123.413622",578
"42.152148,-123.057499",491
"42.199844,-123.645659",412
"42.573758,-123.521009",615
"42.118976,-123.786285",1176
"42.267738,-122.811447",483
"42.781908,-122.494698",839
"42.546408,-123.137820",366
"42.270542,-123.567420",420
"42.576424,-122.786219",655
"42.192697,-122.817256",965
"42.774879,-122.755413",1177
"42.375062,-123.562128",457
"42.161377,-123.302418",1311
"42.443499,-122.075580",1260
"42.152018,-121.683526",1249
"42.953862,-122.213146",1831
"42.204181,-119.787880",1563
"42.469228,-121.293655",1315
"42.419191,-121.026234",1323
"42.202156,-121.271139",1430
"43.003246,-121.635689",1376
"42.314770,-121.580890",1443
"42.667350,-122.027910",1263
"42.140336,-122.049929",1205
"42.331353,-120.367452",1555
"42.036487,-121.433906",1245
"42.034140,-121.562829",1246
"42.128304,-121.814925",1253
"41.929992,-120.294195",1798
"42.616637,-120.514464",1377
"42.703377,-119.890062",1397
"43.135955,-120.987247",1316
"42.447776,-121.429035",1316
"42.847889,-120.663340",1282
"43.260266,-120.513837",1313
"44.112338,-121.206340",1028
"44.000626,-121.233812",1154
"43.826223,-121.492124",1278
"42.174574,-118.470845",1411
"44.705249,-120.664310",1188
"43.789447,-120.456155",1419
"43.585167,-118.887819",1256
"42.526339,-118.446078",1217
"42.948090,-118.716044",1418
"44.502297,-121.647176",891
"43.145997,-121.797480",1424
"43.397290,-118.443106",1360
"43.371249,-121.999522",1623
"44.542438,-121.336146",814
"43.410690,-120.926174",1362
"42.741882,-119.006803",1395
"43.496880,-121.743673",1358
"43.484045,-119.156464",1334
"43.694658,-121.460906",1296
"44.657725,-121.054464",746
"44.658141,-120.196695",1004
"44.145500,-119.869134",1186
"44.142920,-120.254389",1275
"44.240512,-121.018129",957
"44.159640,-120.585505",1234
"44.283326,-121.216724",905
"43.338744,-119.872224",1689
"44.500616,-121.898499",1685
"44.376205,-121.243587",828
"44.838526,-121.261509",582
"45.670806,-118.823573",308
"45.713979,-118.457961",711
"45.575159,-120.249897",285
"45.850406,-118.528084",594
"44.827571,-117.757799",1029
"44.728770,-118.605928",2220
"45.785367,-119.890171",148
"44.485347,-117.760392",1048
"44.072549,-119.472928",1529
"45.239934,-120.216766",905
"45.354301,-117.756470",1785
"44.385126,-119.496273",1316
"45.664296,-119.232316",310
"45.575424,-117.838050",977
"45.716563,-117.221992",1298
"44.966553,-120.183153",1205
"44.928889,-118.014879",1074
"44.972275,-117.161191",1518
"45.910007,-118.786544",540
"45.321152,-119.474620",941
"44.556661,-118.067106",1653
"45.853004,-119.287265",136
"45.591171,-119.593040",348
"44.884599,-116.918444",1109
"45.465116,-117.944925",825
"45.399271,-116.736989",1896
"45.502322,-119.902866",309
"45.884150,-119.548836",102
"44.401824,-118.903060",1094
"45.462699,-117.039586",1372
"44.722177,-119.580554",1523
"45.303538,-118.113278",1108
"44.815212,-119.125255",1093
"45.384667,-117.480138",1900
"45.526719,-118.421455",1185
"45.922063,-118.316063",506
"44.805466,-119.435932",678
"44.461466,-119.180040",1073
"45.077654,-117.993762",1149
"45.409294,-118.853582",724
"44.397563,-118.633979",1267
"44.787989,-117.186563",694
"44.132013,-119.002884",1454
"44.777573,-119.867594",1062
"45.818549,-119.132853",216
"45.516439,-118.035678",856
"44.711742,-118.410517",1761
